user,text,date,emotion,sentiment,LLM,ML
@danielmata08,Soy capaz de volver pero debe haber un cambio y me deben demostrar interés,"Jan 6, 2024 · 3:32 AM UTC",confident,powerful,NEUTRO,POSITIVO
@placidodiezb,"Los límites más extremos de la supervivencia en el infierno blanco de los Andes. Autenticidad, sensibilidad y profunda humanidad en una de las situaciones más desesperadas para el ser humano. “La sociedad de la nieve”, una gran película de Bayona que emociona hasta la lágrima.","Jan 5, 2024 · 5:41 PM UTC",relaxed,peaceful,NEGATIVO,NEUTRO
@zurdamagic10,"Hemos perdido haciendo 7 más de valoración que PAO, con 7 faltas recibidas menos y 14 TL menos. Yo hoy me voy enfadado y no es con el equipo. ¿Toma de decisión mejorable? Siempre, pero hoy se ha llegado como se ha llegado al final por culpa de Melchor, Gaspar y Difallah.","Jan 5, 2024 · 11:52 PM UTC",frustrated,mad,NEGATIVO,NEGATIVO
@toosalinas1,Me siento bien pendejo,"Jan 6, 2024 · 3:48 AM UTC",stupid,sad,NEGATIVO,NEGATIVO
@Zazuhb02,Mi sueño frustrado no era ser gótica era ser romántic goth,"Jan 6, 2024 · 3:12 AM UTC",jealous,mad,NEUTRO,NEGATIVO
@psalinasrodrigo,¿Debería de ser valorado por los demás el que obra racionalmente? ¿Acaso no le es gratificante que su propia consciencia no lo atormente? ¿No le paga lo suficiente su propio conocimiento y por eso necesita el apoyo de la gente?,"Jan 6, 2024 · 2:54 AM UTC",thankful,peaceful,NEGATIVO,NEUTRO
@HEADST0MPER,"⠀ ⠀⠀⠀Somnoliento, quizás demasiado. La última clase le termino fundiendo la poca materia gris que tiene en su cabezota y ahora se las va a quemar aún más prendiendo un cigarrillo.  Está sentado en uno de los escalones por el exterior de la entrada de la institución. ⠀","Jan 5, 2024 · 6:20 AM UTC",sleepy,sad,NEGATIVO,NEGATIVO
@xEndlessDream_,"─── Tenue y desconcertado suspiro escapó de sus labiales  ───.  Mi intuición casi nunca me falla, quizá sea lo bueno de haber vivido tanto tiempo. ᅠ","Jan 3, 2024 · 10:40 PM UTC",embarrassed,scared,NEUTRO,NEGATIVO
@Francisco_Leo9,Bendecido por tener a mis padres un año más y haber hecho otro viaje juntos 🙏🏼❤️,"Jan 6, 2024 · 2:27 AM UTC",thankful,peaceful,POSITIVO,NEUTRO
@nastysudaca,saben por qué es muy reconocido chile en el exterior? por el caso de los uruguayos que se comieron entre ellos en nuestra parte de los andes,"Jan 6, 2024 · 3:25 AM UTC",thankful,peaceful,NEUTRO,NEUTRO
@Alina_Gag,"He estado un poco desconectada estos días, necesitaba mucho un pequeñito break en estos días que son emocionales para mí 🩷  Por eso me he tardado en responder, pero prometo pronto hacerlo 🧡","Dec 26, 2023 · 4:42 PM UTC",responsive,peaceful,POSITIVO,NEUTRO
@puroluchitas,"Es bastante divertido ver los shows de #CMLL. Me gusta su estilo de lucha, no hay luchas malas y el público grita como loco.","Jan 6, 2024 · 3:20 AM UTC",playful,joyful,POSITIVO,POSITIVO
@AlegreHele,se hacía la linda con mis lentes 🤨🤨,"Jan 6, 2024 · 3:23 AM UTC",optimistic,joyful,NEGATIVO,POSITIVO
@DeadBoy0x0,Ahora que haré esos 2 meses incapacitado :))),"Jan 5, 2024 · 7:10 PM UTC",overwhelmed,scared,NEUTRO,NEGATIVO
@Rios_Ramiro99,Salgo re cansado del laburo pero llegar a casa y que me esten esperando mi hermosa mujer y nuestro chanchito no tiene precio,"Jan 6, 2024 · 3:47 AM UTC",sleepy,sad,POSITIVO,NEGATIVO
@MikeBaVi,"Este 2024 ha empezado muy mal. Mi coche aun descompuesto, estoy enfermo, reaparece gente que no debería, mis hermanos se regresan a EU...  Es imposible no sentirme un poco desconcertado","Jan 6, 2024 · 1:47 AM UTC",stupid,sad,NEGATIVO,NEGATIVO
@x_daayy,"ay, ya me había preocupado","Jan 6, 2024 · 3:22 AM UTC",overwhelmed,scared,NEGATIVO,NEGATIVO
@serenowtf,Estoy parolo o como se dice cuando llevas buen rato de pié. 🤣,"Jan 6, 2024 · 3:37 AM UTC",relaxed,peaceful,NEUTRO,NEGATIVO
@HagovProvincia,"Vivir en ignorancia aporta mas tranquilidad, pero es mejor estar sobrecargado de información y ser pragmatico y coherente con la misma, antes que vivir en una burbuja sin saber lo que acontece a nuestro alrededor.  Un incendio te va a quemar por mas que lo ignores con Vehemencia.","Jan 5, 2024 · 2:29 AM UTC",overwhelmed,scared,NEGATIVO,NEGATIVO
@Almalvarez2001,"Problema resuelto, así resuelvo todo últimamente 😅🤷🏽‍♀️","Jan 6, 2024 · 3:01 AM UTC",secure,peaceful,NEUTRO,POSITIVO
@anjofilhote,pokemon concierge eh tao querido caloroso amavel nota 10!,"Jan 2, 2024 · 4:29 AM UTC",loving,peaceful,POSITIVO,NEUTRO
@David05796955,"Oficialmente mañana se estrena el primer capítulo animado de el arco de egged, de los mejores arcos que va hasta ahora 🤠","Jan 6, 2024 · 2:07 AM UTC",optimistic,joyful,POSITIVO,POSITIVO
@malasuuerte,"Al chile qué pendejo el crush porque sistoy muy kebonito, soy gracioso, inteligente, leal, agradable, noble y un larguísimo etc.  Ahora me tendré que dedicar a la putería pa sacarmelo del kokoro","Jan 6, 2024 · 3:46 AM UTC",stupid,sad,POSITIVO,POSITIVO
@BeliebeA,"Mi no negociable (versión amistad): si mis “amigxs” no se preocupan por mi seguridad, no son amigxs, listo y se joden conmigo.","Jan 6, 2024 · 3:34 AM UTC",confident,powerful,NEGATIVO,POSITIVO
@VeruskaHer,"En mi país, la dictadura atornillada y triunfante tira por el piso la esperanza de muchos. Roguemos que se cumplan  acuerdos, se logre elección y cambio anhelado. Hay mucho ruido, elementos distractores. Hay que concentrarse en casa xcasa. Hora de organización y disciplina   1/2.","Jan 3, 2024 · 8:09 PM UTC",successful,powerful,NEGATIVO,POSITIVO
@peterrbarbosa,soñoliento o somnoliento?,"Dec 24, 2023 · 10:29 PM UTC",sleepy,sad,NEUTRO,NEGATIVO
@CamposNikito,Y yo confiado que era por ahi...,"Jan 6, 2024 · 3:00 AM UTC",secure,peaceful,NEUTRO,NEUTRO
@soyixchel,"Mi único gusto culposo son las romcoms y películas de comedia de los 2000's, porque a veces el humor es muy estúpido y cuestionable","Jan 6, 2024 · 3:35 AM UTC",stupid,sad,NEGATIVO,NEGATIVO
@yoshiokkai,"Estos últimos días he sentido como que literal solo me la he pasado existiendo, vegetando, pero al mismo tiempo como adormilado y me DESESPERA la sensación de no hacer nada. Según yo en vacaciones iba a leer y hacer/aprender un chingo, hacer ejercicio y nomás me hice pdjo. 😭😭😭","Jan 4, 2024 · 2:11 AM UTC",sleepy,sad,NEGATIVO,NEGATIVO
@_Vanetorrealba,"Puse Rápido y Furioso X aunque no he visto la 7, 8 ni 9 😂","Jan 6, 2024 · 3:06 AM UTC",irritated,mad,NEUTRO,NEGATIVO
@NoraimP97,"Este año definitivamente arrancó con muchas sorpresas y una que otra decepción, pero aún así lo recibo con agradecimiento porque poco a poco de todo se aprende.","Jan 6, 2024 · 3:07 AM UTC",thankful,peaceful,POSITIVO,NEUTRO
@duendesolyalma,"""Todo fue tan espontáneo, tan natural, que a ninguno de los dos nos pareció nada raro que, de pronto, mi mano estuviera en su mano y que nos miráramos como dos tontos"" (Benedetti)","Jan 6, 2024 · 12:58 AM UTC",playful,joyful,NEUTRO,POSITIVO
@jeremiascondee,"En la mesa sentado y rodeado de estrellas muertas, de sueños frustrados pensando si vale la pena jugar la carta del blindado","Jan 5, 2024 · 12:21 PM UTC",secure,peaceful,NEGATIVO,NEUTRO
@WBerbecias43075,"Mcm es tan de hierro😂😂 sólido como el jarabe fumarato ferroso😂😂, tan mesiánica y elegida por dios que Ratti,le quitó vente Venezuela ! Pero lo peor es que todavía quedan 600 mil pendejos que le creen que va triunfante 😂😂😂","Jan 4, 2024 · 2:22 AM UTC",successful,powerful,NEGATIVO,POSITIVO
@Marturiedel,"Lo unico que quiero ahora mas que nunca, tener un trabajo estable y irme a vivir sola🙌😔","Jan 6, 2024 · 2:53 AM UTC",secure,peaceful,NEUTRO,NEUTRO
@claudiablumc,Hace más de 15 días fue el “cónclave” de Petro para evaluar ministros. nada ha pasado. ¿Será que está tan desorientado que piensa que su gabinete está bien conformado? ¿El desastre de Mindeportes y la licitación de pasaportes no merecen un cambio en esas carteras?,"Jan 5, 2024 · 8:35 PM UTC",stupid,sad,NEGATIVO,NEGATIVO
@Jolmanpalacio,Pero más decadente son los conductores de bus al no tener un malparido efectivo para dar cambio,"Jan 6, 2024 · 3:19 AM UTC",successful,powerful,NEGATIVO,POSITIVO
@OriRolh,"Soñe que me escribia que se habia confundido conmigo y que queria que nos volvamos a ver, segui soñando Oriana 🤡","Jan 6, 2024 · 3:36 AM UTC",embarrassed,scared,NEUTRO,NEGATIVO
@antonellafi_,"cuando le agarro cariño a alguien y esa persona está mal, de verdad que siento muy chimbo, no me gusta que las personas que les tengo aprecio estén mal🙁","Jan 6, 2024 · 3:16 AM UTC",thankful,peaceful,NEGATIVO,NEUTRO
@Facu_mansillaa,por qq seré tan impaciente wacho,"Jan 6, 2024 · 3:49 AM UTC",irritated,mad,NEGATIVO,NEGATIVO
@gonzarasa,Estoy totalmente desconcertado hoy ☹️,"Jan 4, 2024 · 3:30 PM UTC",embarrassed,scared,NEGATIVO,NEGATIVO
@drpetanca,"El éxito en #Twitter no es el análisis sesudo y sosegado, ni siquiera la verdad. El éxito es la polémica estúpida y visceral, incluso mejor si es mentira.","Jan 5, 2024 · 6:37 PM UTC",relaxed,peaceful,NEGATIVO,NEUTRO
@SomosCremas06,"Su mejor jugador es un obeso de 27 años que solo aguanta 15 minutos de ritmo de juego, yo que ellos estaría avergonzado de decirlo y ellos hasta lo presumen jajaja  Esos regates de mierda te los hacen hasta los Mejía.","Jan 5, 2024 · 1:01 PM UTC",embarrassed,scared,NEGATIVO,NEGATIVO
@iTwiterologo,Lo q significa mi signo♎  Leal❤️‍🩹 Increible🫶🏻 Bromista🤪 Real✨ Activo✌🏽,"Jan 4, 2024 · 5:12 PM UTC",playful,joyful,POSITIVO,POSITIVO
@mlbl36,"EL MENSAJE 518: un mensaje de que debido al cambio positivo que has hecho en tu vida has atraído el flujo de abundancia positiva a tu vida.Tus acciones positivas y tu renovado sentido del Yo han asegurado que las energías positivas, la abundancia y la prosperidad llenen tu vida","Jan 6, 2024 · 1:49 AM UTC",secure,peaceful,POSITIVO,NEUTRO
@Alexandraa_gmz,Yo solo quiero ir a un concierto del Travieso 😔,"Jan 5, 2024 · 10:30 PM UTC",playful,joyful,NEUTRO,POSITIVO
@NaudyCorro,"3ro. Abres el 9no con Jermaine Palacios dando imparable y luego mandas a tocar a Javier Sanoja a tocar, luego das luz verde y este batea para doble play. El béisbol castiga cuando lo juegas mal.","Jan 6, 2024 · 2:23 AM UTC",daring,joyful,NEGATIVO,POSITIVO
@HFPC13,"Yo me había retirado, pero resucité.","Jan 6, 2024 · 3:42 AM UTC",distant,mad,NEUTRO,NEGATIVO
@Juanmamlardon,"Como ha dicho él mismo es importante ver cómo se levanta mañana. El músculo debe estar muy sobrecargado tras casi 4 horas pero si no nota mucho más es posible que no haya rotura ni desgarro, porque eso se debe notar (o no)... En 10 días empieza Australia #BrisbaneTennis","Jan 5, 2024 · 2:58 PM UTC",overwhelmed,scared,NEUTRO,NEGATIVO
@CarlosARamrezC,"Luego de que en la semana se sintiera mal, el empresario mexicano y Director General de Value Grupo Financiero, Carlos Bremer, murió hoy a los 63 años; apoyo a emprendedores y deportistas que le merecieron un reconocimiento.","Jan 6, 2024 · 3:37 AM UTC",thankful,peaceful,NEGATIVO,NEUTRO
@my25thour,me siento muy abrumado,"Jan 5, 2024 · 5:30 AM UTC",embarrassed,scared,NEGATIVO,NEGATIVO
@Alejandria64724,#UnidosTodosX En reconocimiento a la resiliencia de las personas que han enfrentado adversidades @DeZurdaTeam_ #DeZurdaTeam,"Jan 6, 2024 · 3:25 AM UTC",thankful,peaceful,POSITIVO,NEUTRO
@Luisacontrers2,"Llevo 3 días con el abdomen distendido por una salchicha suiza que le comí, mi mamá inmediatamente   -Eso es el ron🙂🙃","Jan 2, 2024 · 8:52 PM UTC",relaxed,peaceful,NEGATIVO,NEUTRO
@Ax8XF,Que 💩 todo este trozo de tierra.,"Jan 5, 2024 · 9:17 PM UTC",playful,joyful,NEGATIVO,POSITIVO
@dannyzucaritaas,Desde que somos como 15 en Cf me siento más confiado de publicar ahora si mi verdadera personalidad 🙏,"Jan 6, 2024 · 2:30 AM UTC",confident,powerful,POSITIVO,NEUTRO
@AmargadoAbogado,"Cómo todo buen abogado, le voy a hacer cartita a Kelsen, no a los reyes magos.","Jan 6, 2024 · 2:40 AM UTC",jealous,mad,NEUTRO,NEGATIVO
@LuLambat,"En otro detalle apreciativo de las cosas, el padre de mis hijos no les compra regalos porque no es la fiesta que le toca a él","Dec 23, 2023 · 3:09 PM UTC",thankful,peaceful,NEUTRO,NEUTRO
@Semad06,"Estoy convencido que de aquí a mayo el abuelo Montalvo, va a terminar apoyando a Gaby Ventilador.","Jan 6, 2024 · 3:22 AM UTC",confident,powerful,NEGATIVO,POSITIVO
@miguevida17,la gente por qué considera esperanzador que haya vida después de la muerte? tanto os gusta la vida como pa tenerla siempre? o tan poco os gusta pa pensar que luego tiene que haber algo mejor?,"Jan 5, 2024 · 6:11 PM UTC",optimistic,joyful,NEGATIVO,POSITIVO
@leinadbh31,No estoy mentalmente estable para regresar a la u. 😞,"Jan 6, 2024 · 3:22 AM UTC",secure,peaceful,NEGATIVO,NEUTRO
@gonzarasa,Estoy totalmente desconcertado hoy ☹️,"Jan 4, 2024 · 3:30 PM UTC",stupid,sad,NEGATIVO,NEGATIVO
@AlexDia44068943,"Eliminado cosas de mi galería me di cuenta de lo quemado que estaba mental, físicamente y en todo sentidos, de lo sobrecargado que estaba en todo momento. Del llanto que se me salía de la nada por qué sentía que ya no podía más.","Jan 2, 2024 · 12:00 PM UTC",overwhelmed,scared,NEGATIVO,NEGATIVO
@MaxiCaniparol,Osea q lo único q no tenía adormecido Stephen Hawking era el cerebro y la pinchila,"Jan 5, 2024 · 3:08 AM UTC",sleepy,sad,NEGATIVO,NEGATIVO
@cristiandos0221,"El chino bobo está desconcertado, su cara fue cine 🚬🚬 #granhermano #gh23","Jan 4, 2024 · 3:15 AM UTC",stupid,sad,NEGATIVO,NEGATIVO
@Saritaminuwu,"Se lo que vas a decir papá y créeme, estoy de acuerdo contigo. No hay excusa para lo que acabo de hacer. Fui un inmaduro y atolondrado, y en verdad lo siento. Yo sólo...espero que a pesar de todo me des una oportunidad, Que, admito, no merezco.","Jan 4, 2024 · 4:16 AM UTC",stupid,sad,NEGATIVO,NEGATIVO
@AkermanRui,"""En el teatro silencioso de la existencia, las lágrimas ensayan su danza mientras el telón del alma se alza en un solitario acto."" -Poeta Errante","Jan 6, 2024 · 3:25 AM UTC",isolated,sad,NEUTRO,NEGATIVO
@clixmoderne,"Me acabo de dar la frente contra la puerta de mi cuarto, confiado en que podía ver por el pasillo si apagaba todas las luces.","Jan 6, 2024 · 3:16 AM UTC",secure,peaceful,NEGATIVO,NEUTRO
@_VicMartino,NADA se va a solucionar sin una ley anti fake news. El manejo de la información está absolutamente desbordado.,"Jan 5, 2024 · 9:22 PM UTC",overwhelmed,scared,NEGATIVO,NEGATIVO
@Maaff_,"Extraño esa figura en la casa que estaba atento a todo, resolvía y ayudaba a mi mama y a mí.","Jan 6, 2024 · 2:50 AM UTC",loving,peaceful,POSITIVO,NEUTRO
@whosgonnacry_,"MANO, POR QUÉ ME RECLAMAS POR ESTAR “DISTANTE”???? SOLO NO QUIERO HABLARTEEEEEEE","Jan 6, 2024 · 3:50 AM UTC",distant,mad,NEGATIVO,NEGATIVO
@CarlosR68486255,Frustrado y la csmr,"Jan 6, 2024 · 3:05 AM UTC",jealous,mad,NEGATIVO,NEGATIVO
@sstarrbaee,soy un concepto atrapado en un cuerpo humano,"Jan 6, 2024 · 3:32 AM UTC",overwhelmed,scared,NEGATIVO,NEGATIVO
@deltapiscium,me he quedado totalmente aislado y no como suelo hacer con mis métodos erróneos de autodefensa,"Jan 5, 2024 · 7:22 PM UTC",isolated,sad,NEGATIVO,NEGATIVO
@scarreras10,sorprendido de lo rápido que estoy,"Jan 6, 2024 · 1:16 AM UTC",surprised,powerful,POSITIVO,POSITIVO
@pluiebattante,"HAMBURGUESAAAS. ¡Claro! También helado y banderillas si se puede.  Si, puede creerlo; se disculpa por eso. La tensión la puso muy bromista.","Jan 6, 2024 · 2:52 AM UTC",playful,joyful,NEUTRO,POSITIVO
@j_puntoaimerope,te amo Negan,"Jan 6, 2024 · 3:41 AM UTC",loving,peaceful,POSITIVO,NEUTRO
@alittlewavechu,"— Para desgracia de Sagitario, estaba tan adormilado todavía que solo fue capaz de intuir lo que había hecho. Alzó una mano, sonriendo de lado. — Estoy de acuerdo contigo. Alegra la vista verte, Xing.","Jan 5, 2024 · 8:47 PM UTC",sleepy,sad,POSITIVO,NEGATIVO
@joselinconjota,Creo que me tendré que beber la jarra sola xd,"Jan 6, 2024 · 2:00 AM UTC",sleepy,sad,NEGATIVO,NEGATIVO
@el_pleyadiano,"Los seres humanos se han sometido al miedo de las limitaciones humanas de todo tipo, y miran hacia algo fuera de ellos mismos para producir lo que requieren y desean, en lugar de hacer un esfuerzo autoconsciente para expandir la Presencia del Cristo que está dentro del corazón","Jan 3, 2024 · 5:58 PM UTC",embarrassed,scared,NEGATIVO,POSITIVO
@karlaherrera3,Tengo antojo inmenso de algo pero me da mil flojera sacar la camioneta e ir al Oxxo..🫠,"Jan 6, 2024 · 3:30 AM UTC",sleepy,sad,NEGATIVO,NEGATIVO
@dannabenz911x,"En esta vida no hay que tomarse nada per so nal, porque se vive amargado","Jan 6, 2024 · 3:50 AM UTC",jealous,mad,NEGATIVO,NEGATIVO
@SoySebas_99,"Día 4 de 366  Dios es un bromista y aunque parezca chiste, me lo suele confirmar seguido y lo bueno es que yo amo la comedia.","Jan 5, 2024 · 5:31 AM UTC",playful,joyful,POSITIVO,POSITIVO
@jjimeneza1972,"'y él, él, él, no había entendido nada de esto y la había exasperado hasta perderla'  La repetición de 'él' es un acierto a decir verdad. A Cósimo entonces (nos dice Biagio al fina del capítulo) sólo le restó volverse loco.  #ElBaronRampante","Dec 27, 2023 · 9:27 PM UTC",irritated,mad,NEGATIVO,NEGATIVO
@mscalvas,"A propósito del asesinato de F Villavicencio  Cevallos declaró q los Zapata dejaron en indefensión al candidato facilitando así la labor d los asesinos. Entonces, cabe la pregunta: ¿Quién es más peligroso, un asesino reconocido o un capitán o general tapiñado? 🤔","Jan 6, 2024 · 2:04 AM UTC",thankful,peaceful,NEGATIVO,NEUTRO
@KimberlyRiasco4,Mi cuñado es el más atento 😍😍😍,"Jan 6, 2024 · 3:40 AM UTC",loving,peaceful,POSITIVO,NEUTRO
@_Vanetorrealba,"Puse Rápido y Furioso X aunque no he visto la 7, 8 ni 9 😂","Jan 6, 2024 · 3:06 AM UTC",frustrated,mad,NEUTRO,NEGATIVO
@LiberaldeVox,"Creo que la gran mayoría de la gente que opina sobre el coche eléctrico no lo ha conducido en su vida. Es como si yo me pusiera a opinar sobre los coches de pila de hidrógeno. Cuando menos, sería un osado.","Jan 5, 2024 · 10:37 AM UTC",daring,joyful,NEGATIVO,POSITIVO
@moncelyta,Que gratificante ser signo karmico ♒️ 🤭,"Jan 6, 2024 · 12:32 AM UTC",thankful,peaceful,POSITIVO,NEUTRO
@imapm_,No hago el cyr de los celos porque yo soy bien pero bien celoso.,"Jan 6, 2024 · 3:24 AM UTC",jealous,mad,NEUTRO,NEGATIVO
@_rop95,lo marginado socialmente que me siento por no estar siguiendo este gh,"Jan 4, 2024 · 1:00 AM UTC",isolated,sad,NEGATIVO,NEGATIVO
@AgusGrana14,"Estaba un poco agobiado y deprimido asi que me escuche un speech motivacional que dio resultado y fui motivado al gimnasio, volvi y sigo agobiado y un poco deprimido pero ahora tambien estoy cansado 😎","Jan 6, 2024 · 2:56 AM UTC",optimistic,joyful,NEUTRO,NEGATIVO
